PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
910,4,4,256,1622,4,2013-09-15,2013-09-24,408.555,32.6844,10.2139,451.4533,2013-09-24 00:00:00.000
911,4,4,259,1632,4,2013-09-15,2013-09-24,23671.725,1893.738,591.7931,26157.2561,2013-09-24 00:00:00.000
912,5,4,260,1608,5,2013-09-15,2013-09-24,5948.25,475.86,148.7063,6572.8163,2013-09-24 00:00:00.000
913,5,4,258,1576,5,2013-09-15,2013-09-24,91117.95,7289.436,2277.9488,100685.3348,2013-09-24 00:00:00.000
914,4,4,254,1590,1,2013-09-15,2013-09-24,525.0,42.0,13.125,580.125,2013-09-24 00:00:00.000
915,4,4,257,1514,5,2013-09-15,2013-09-24,2003.6835,160.2947,50.0921,2214.0703,2013-09-24 00:00:00.000
916,4,4,261,1498,4,2013-09-15,2013-09-24,26455.275,2116.422,661.3819,29233.0789,2013-09-24 00:00:00.000
917,4,4,251,1674,2,2013-09-15,2013-09-24,944.37,75.5496,23.6093,1043.5289,2013-09-24 00:00:00.000
918,4,4,253,1652,4,2013-09-15,2013-09-24,51588.075,4127.046,1289.7019,57004.8229,2013-09-24 00:00:00.000
919,4,4,255,1578,5,2013-09-15,2013-09-24,26720.925,2137.674,668.0231,29526.6221,2013-09-24 00:00:00.000
920,4,4,256,1538,5,2013-09-15,2013-09-24,37843.575,3027.486,946.0894,41817.1504,2013-09-24 00:00:00.000
921,4,4,259,1556,4,2013-09-15,2013-09-24,25531.275,2042.502,638.2819,28212.0589,2013-09-24 00:00:00.000
922,4,4,260,1554,5,2013-09-15,2013-09-24,278.838,22.307,6.971,308.116,2013-09-24 00:00:00.000
923,4,4,258,1688,4,2013-09-15,2013-09-24,125.748,10.0598,3.1437,138.9515,2013-09-24 00:00:00.000
924,4,4,254,1580,5,2013-09-15,2013-09-24,150.7905,12.0632,3.7698,166.6235,2013-09-24 00:00:00.000
925,4,4,257,1496,5,2013-09-17,2013-09-26,2069.2665,165.5413,51.7317,2286.5395,2013-09-26 00:00:00.000
926,4,4,261,1494,2,2013-09-17,2013-09-26,8847.3,707.784,221.1825,9776.2665,2013-09-26 00:00:00.000
927,4,4,251,1650,5,2013-09-17,2013-09-26,171.0765,13.6861,4.2769,189.0395,2013-09-26 00:00:00.000
928,4,4,253,1654,4,2013-09-17,2013-09-26,20397.3,1631.784,509.9325,22539.0165,2013-09-26 00:00:00.000
929,4,4,252,1664,3,2013-09-18,2013-09-27,14628.075,1170.246,365.7019,16164.0229,2013-09-27 00:00:00.000
930,4,4,256,1678,3,2013-09-18,2013-09-27,58685.55,4694.844,1467.1388,64847.5328,2013-09-27 00:00:00.000
931,4,4,259,1616,5,2013-09-18,2013-09-27,532.287,42.583,13.3072,588.1772,2013-09-27 00:00:00.000
932,4,4,260,1492,5,2013-09-18,2013-09-27,272.7585,21.8207,6.819,301.3982,2013-09-27 00:00:00.000
933,4,4,258,1602,5,2013-09-18,2013-09-27,1796.0355,143.6828,44.9009,1984.6192,2013-09-27 00:00:00.000
934,4,4,254,1540,5,2013-09-18,2013-09-27,279.783,22.3826,6.9946,309.1602,2013-09-27 00:00:00.000
935,4,4,257,1628,5,2013-09-18,2013-09-27,34644.225,2771.538,866.1056,38281.8686,2013-09-27 00:00:00.000
936,4,4,261,1604,4,2013-09-18,2013-09-27,1839.5055,147.1604,45.9876,2032.6535,2013-09-27 00:00:00.000
937,4,4,251,1690,5,2013-09-18,2013-09-27,146.286,11.7029,3.6572,161.6461,2013-09-27 00:00:00.000
938,4,4,253,1566,5,2013-09-18,2013-09-27,102.564,8.2051,2.5641,113.3332,2013-09-27 00:00:00.000
939,4,4,255,1698,5,2013-09-18,2013-09-27,150.7905,12.0632,3.7698,166.6235,2013-09-27 00:00:00.000
940,4,4,252,1560,5,2013-09-18,2013-09-27,13669.425,1093.554,341.7356,15104.7146,2013-09-27 00:00:00.000
941,4,4,259,1692,5,2013-09-18,2013-09-27,13458.69,1076.6952,336.4673,14871.8525,2013-09-27 00:00:00.000
942,4,4,260,1696,2,2013-09-18,2013-09-27,28343.7,2267.496,708.5925,31319.7885,2013-09-27 00:00:00.000
943,4,4,258,1504,1,2013-09-18,2013-09-27,551.88,44.1504,13.797,609.8274,2013-09-27 00:00:00.000
944,4,3,250,1544,1,2013-09-18,2013-09-27,3811.5,304.92,95.2875,4211.7075,2013-09-27 00:00:00.000
945,4,4,257,1530,2,2013-09-20,2013-09-29,28072.275,2245.782,701.8069,31019.8639,2013-09-29 00:00:00.000
946,4,4,261,1508,1,2013-09-20,2013-09-29,37312.275,2984.982,932.8069,41230.0639,2013-09-29 00:00:00.000
947,4,4,251,1694,1,2013-09-20,2013-09-29,3407.25,272.58,85.1813,3765.0113,2013-09-29 00:00:00.000
948,4,4,253,1624,2,2013-09-20,2013-09-29,28297.5,2263.8,707.4375,31268.7375,2013-09-29 00:00:00.000
949,4,4,255,1548,2,2013-09-22,2013-10-01,59.9445,4.7956,1.4986,66.2387,2013-10-01 00:00:00.000
950,4,4,256,1598,4,2013-09-22,2013-10-01,117.432,9.3946,2.9358,129.7624,2013-10-01 00:00:00.000
951,4,4,259,1658,5,2013-09-22,2013-10-01,43878.45,3510.276,1096.9613,48485.6873,2013-10-01 00:00:00.000
952,4,4,260,1536,5,2013-09-22,2013-10-01,142.632,11.4106,3.5658,157.6084,2013-10-01 00:00:00.000
953,4,4,258,1568,1,2013-09-22,2013-10-01,12300.75,984.06,307.5188,13592.3288,2013-10-01 00:00:00.000
954,4,4,254,1648,5,2013-09-22,2013-10-01,142.4115,11.3929,3.5603,157.3647,2013-10-01 00:00:00.000
955,4,4,257,1646,5,2013-09-22,2013-10-01,19236.525,1538.922,480.9131,21256.3601,2013-10-01 00:00:00.000
956,4,4,261,1672,4,2013-09-22,2013-10-01,50983.9365,4078.7149,1274.5984,56337.2498,2013-10-01 00:00:00.000
957,4,4,251,1600,1,2013-09-22,2013-10-01,1276.275,102.102,31.9069,1410.2839,2013-10-01 00:00:00.000
958,4,4,253,1522,1,2013-09-22,2013-10-01,2003.925,160.314,50.0981,2214.3371,2013-10-01 00:00:00.000
959,4,4,255,1570,2,2013-09-22,2013-10-01,50860.425,4068.834,1271.5106,56200.7696,2013-10-01 00:00:00.000
960,4,4,256,1516,1,2013-09-22,2013-10-01,454.86,36.3888,11.3715,502.6203,2013-10-01 00:00:00.000
961,4,4,259,1506,5,2013-09-22,2013-10-01,43878.45,3510.276,1096.9613,48485.6873,2013-10-01 00:00:00.000
962,4,4,250,1626,2,2013-09-22,2013-10-01,7132.125,570.57,178.3031,7880.9981,2013-10-01 00:00:00.000
963,4,4,258,1542,2,2013-09-22,2013-10-01,28343.7,2267.496,708.5925,31319.7885,2013-10-01 00:00:00.000
964,4,4,254,1610,4,2013-09-22,2013-10-01,22516.725,1801.338,562.9181,24880.9811,2013-10-01 00:00:00.000
965,4,4,258,1644,1,2013-09-26,2013-10-05,3713.325,297.066,92.8331,4103.2241,2013-10-05 00:00:00.000
966,4,4,254,1680,5,2013-09-26,2013-10-05,63831.075,5106.486,1595.7769,70533.3379,2013-10-05 00:00:00.000
967,4,4,257,1584,5,2013-09-26,2013-10-05,16340.31,1307.2248,408.5078,18056.0426,2013-10-05 00:00:00.000
968,4,4,261,1620,5,2013-09-26,2013-10-05,5711.475,456.918,142.7869,6311.1799,2013-10-05 00:00:00.000
969,4,4,257,1638,5,2013-09-26,2013-10-05,34644.225,2771.538,866.1056,38281.8686,2013-10-05 00:00:00.000
970,4,4,261,1582,4,2013-09-26,2013-10-05,364.9275,29.1942,9.1232,403.2449,2013-10-05 00:00:00.000
971,5,4,251,1510,5,2013-09-26,2013-10-05,143.0415,11.4433,3.576,158.0608,2013-10-05 00:00:00.000
972,4,4,253,1526,2,2013-09-26,2013-10-05,28199.325,2255.946,704.9831,31160.2541,2013-10-05 00:00:00.000
973,4,4,250,1666,4,2013-09-27,2013-10-06,360.045,28.8036,9.0011,397.8497,2013-10-06 00:00:00.000
974,4,4,253,1592,2,2013-09-27,2013-10-06,97.965,7.8372,2.4491,108.2513,2013-10-06 00:00:00.000
975,5,4,255,1618,4,2013-09-27,2013-10-06,114.471,9.1577,2.8618,126.4905,2013-10-06 00:00:00.000
976,4,4,256,1612,4,2013-09-27,2013-10-06,132.6465,10.6117,3.3162,146.5744,2013-10-06 00:00:00.000
977,4,4,255,1644,1,2013-09-29,2013-10-08,3713.325,297.066,92.8331,4103.2241,2013-10-08 00:00:00.000
978,4,4,256,1680,5,2013-09-29,2013-10-08,63831.075,5106.486,1595.7769,70533.3379,2013-10-08 00:00:00.000
979,4,4,259,1584,5,2013-09-29,2013-10-08,16340.31,1307.2248,408.5078,18056.0426,2013-10-08 00:00:00.000
980,4,4,260,1620,5,2013-09-29,2013-10-08,5711.475,456.918,142.7869,6311.1799,2013-10-08 00:00:00.000
981,4,4,250,1666,4,2013-09-29,2013-10-08,235.9035,18.8723,5.8976,260.6734,2013-10-08 00:00:00.000
982,4,4,254,1592,2,2013-09-29,2013-10-08,97.965,7.8372,2.4491,108.2513,2013-10-08 00:00:00.000
983,4,4,257,1618,4,2013-09-29,2013-10-08,114.471,9.1577,2.8618,126.4905,2013-10-08 00:00:00.000
984,4,3,261,1612,4,2013-09-29,2013-10-08,132.6465,10.6117,3.3162,146.5744,2013-10-08 00:00:00.000
985,4,4,251,1586,5,2013-09-29,2013-10-08,43878.45,3510.276,1096.9613,48485.6873,2013-10-08 00:00:00.000
986,4,4,253,1500,1,2013-09-29,2013-10-08,418.95,33.516,10.4738,462.9398,2013-10-08 00:00:00.000
987,4,4,255,1656,4,2013-09-29,2013-10-08,402.7275,32.2182,10.0682,445.0139,2013-10-08 00:00:00.000
988,4,4,256,1572,1,2013-09-29,2013-10-08,461.79,36.9432,11.5448,510.278,2013-10-08 00:00:00.000
989,4,4,259,1562,4,2013-09-29,2013-10-08,592.7985,47.4239,14.82,655.0424,2013-10-08 00:00:00.000
990,4,4,260,1662,2,2013-09-29,2013-10-08,37.0755,2.966,0.9269,40.9684,2013-10-08 00:00:00.000
991,4,4,258,1682,4,2013-09-29,2013-10-08,21558.075,1724.646,538.9519,23821.6729,2013-10-08 00:00:00.000
992,4,4,254,1686,4,2013-09-29,2013-10-08,260.1585,20.8127,6.504,287.4752,2013-10-08 00:00:00.000
993,4,4,257,1684,4,2013-09-30,2013-10-09,45172.05,3613.764,1129.3013,49915.1153,2013-10-09 00:00:00.000
994,4,3,261,1534,4,2013-09-30,2013-10-09,254.583,20.3666,6.3646,281.3142,2013-10-09 00:00:00.000
995,4,4,251,1614,4,2013-09-30,2013-10-09,390.6,31.248,9.765,431.613,2013-10-09 00:00:00.000
996,4,4,253,1588,5,2013-09-30,2013-10-09,40471.2,3237.696,1011.78,44720.676,2013-10-09 00:00:00.000
997,4,4,255,1622,4,2013-10-06,2013-10-15,389.655,31.1724,9.7414,430.5688,2013-10-15 00:00:00.000
998,4,4,256,1632,5,2013-10-06,2013-10-15,62092.8,4967.424,1552.32,68612.544,2013-10-15 00:00:00.000
999,4,4,252,1608,5,2013-10-06,2013-10-15,5948.25,475.86,148.7063,6572.8163,2013-10-15 00:00:00.000
1000,4,4,260,1576,5,2013-10-06,2013-10-15,91117.95,7289.436,2277.9488,100685.3348,2013-10-15 00:00:00.000
1001,4,4,258,1590,1,2013-10-06,2013-10-15,525.0,42.0,13.125,580.125,2013-10-15 00:00:00.000
1002,4,4,254,1514,5,2013-10-06,2013-10-15,281.8935,22.5515,7.0473,311.4923,2013-10-15 00:00:00.000
1003,4,4,257,1498,4,2013-10-06,2013-10-15,26455.275,2116.422,661.3819,29233.0789,2013-10-15 00:00:00.000
1004,4,3,261,1674,2,2013-10-06,2013-10-15,944.37,75.5496,23.6093,1043.5289,2013-10-15 00:00:00.000
1005,4,4,250,1652,4,2013-10-06,2013-10-15,51588.075,4127.046,1289.7019,57004.8229,2013-10-15 00:00:00.000
1006,4,4,253,1578,3,2013-10-06,2013-10-15,62843.55,5027.484,1571.0888,69442.1228,2013-10-15 00:00:00.000
1007,4,4,255,1538,5,2013-10-06,2013-10-15,37843.575,3027.486,946.0894,41817.1504,2013-10-15 00:00:00.000
1008,4,4,256,1556,4,2013-10-06,2013-10-15,25531.275,2042.502,638.2819,28212.0589,2013-10-15 00:00:00.000
1009,4,4,259,1554,5,2013-10-06,2013-10-15,688.086,55.0469,17.2022,760.3351,2013-10-15 00:00:00.000
1010,4,4,260,1688,4,2013-10-06,2013-10-15,125.748,10.0598,3.1437,138.9515,2013-10-15 00:00:00.000
1011,4,4,258,1580,5,2013-10-06,2013-10-15,150.7905,12.0632,3.7698,166.6235,2013-10-15 00:00:00.000
1012,4,4,254,1496,5,2013-10-06,2013-10-15,279.783,22.3826,6.9946,309.1602,2013-10-15 00:00:00.000
1013,7,4,259,1586,5,2013-10-10,2013-10-19,43878.45,3510.276,1096.9613,48485.6873,2013-10-19 00:00:00.000
1014,4,4,260,1500,1,2013-10-10,2013-10-19,418.95,33.516,10.4738,462.9398,2013-10-19 00:00:00.000
1015,4,4,258,1656,4,2013-10-10,2013-10-19,3939.012,315.121,98.4753,4352.6083,2013-10-19 00:00:00.000
1016,4,4,254,1572,1,2013-10-10,2013-10-19,461.79,36.9432,11.5448,510.278,2013-10-19 00:00:00.000
1017,4,4,252,1562,4,2013-10-10,2013-10-19,797.895,63.8316,19.9474,881.674,2013-10-19 00:00:00.000
1018,4,4,261,1662,2,2013-10-10,2013-10-19,37.0755,2.966,0.9269,40.9684,2013-10-19 00:00:00.000
1019,4,4,251,1682,4,2013-10-10,2013-10-19,21558.075,1724.646,538.9519,23821.6729,2013-10-19 00:00:00.000
1020,4,4,253,1686,4,2013-10-10,2013-10-19,422.1,33.768,10.5525,466.4205,2013-10-19 00:00:00.000
1021,4,4,255,1684,5,2013-10-10,2013-10-19,86220.75,6897.66,2155.5188,95273.9288,2013-10-19 00:00:00.000
1022,4,4,256,1534,4,2013-10-10,2013-10-19,261.1035,20.8883,6.5276,288.5194,2013-10-19 00:00:00.000
1023,4,4,259,1614,5,2013-10-10,2013-10-19,428.4,34.272,10.71,473.382,2013-10-19 00:00:00.000
1024,5,4,260,1588,5,2013-10-10,2013-10-19,40471.2,3237.696,1011.78,44720.676,2013-10-19 00:00:00.000
1025,4,4,252,1494,2,2013-10-13,2013-10-22,8847.3,707.784,221.1825,9776.2665,2013-10-22 00:00:00.000
1026,4,4,261,1650,5,2013-10-13,2013-10-22,171.0765,13.6861,4.2769,189.0395,2013-10-22 00:00:00.000
1027,4,4,251,1654,4,2013-10-13,2013-10-22,20397.3,1631.784,509.9325,22539.0165,2013-10-22 00:00:00.000
1028,4,4,253,1664,3,2013-10-13,2013-10-22,14628.075,1170.246,365.7019,16164.0229,2013-10-22 00:00:00.000
1029,4,4,255,1678,3,2013-10-13,2013-10-22,58685.55,4694.844,1467.1388,64847.5328,2013-10-22 00:00:00.000
1030,4,4,256,1616,4,2013-10-13,2013-10-22,370.755,29.6604,9.2689,409.6843,2013-10-22 00:00:00.000
1031,4,4,259,1492,4,2013-10-13,2013-10-22,501.1965,40.0957,12.5299,553.8221,2013-10-22 00:00:00.000
1032,4,4,260,1602,5,2013-10-13,2013-10-22,270.8055,21.6644,6.7701,299.24,2013-10-22 00:00:00.000
1033,4,4,258,1540,5,2013-10-13,2013-10-22,416.745,33.3396,10.4186,460.5032,2013-10-22 00:00:00.000
1034,4,4,254,1628,5,2013-10-13,2013-10-22,34644.225,2771.538,866.1056,38281.8686,2013-10-22 00:00:00.000
1035,4,4,257,1604,4,2013-10-13,2013-10-22,1839.5055,147.1604,45.9876,2032.6535,2013-10-22 00:00:00.000
1036,4,4,261,1690,5,2013-10-13,2013-10-22,146.286,11.7029,3.6572,161.6461,2013-10-22 00:00:00.000
1037,4,4,251,1566,5,2013-10-13,2013-10-22,102.564,8.2051,2.5641,113.3332,2013-10-22 00:00:00.000
1038,4,4,253,1698,5,2013-10-13,2013-10-22,150.7905,12.0632,3.7698,166.6235,2013-10-22 00:00:00.000
1039,4,4,255,1560,5,2013-10-13,2013-10-22,13669.425,1093.554,341.7356,15104.7146,2013-10-22 00:00:00.000
1040,4,4,256,1692,5,2013-10-13,2013-10-22,2934.54,234.7632,73.3635,3242.6667,2013-10-22 00:00:00.000
1041,4,4,259,1696,4,2013-10-14,2013-10-23,73377.15,5870.172,1834.4288,81081.7508,2013-10-23 00:00:00.000
1042,4,4,260,1504,1,2013-10-14,2013-10-23,551.88,44.1504,13.797,609.8274,2013-10-23 00:00:00.000
1043,4,4,258,1544,1,2013-10-14,2013-10-23,3176.25,254.1,79.4063,3509.7563,2013-10-23 00:00:00.000
1044,4,4,254,1530,2,2013-10-14,2013-10-23,28072.275,2245.782,701.8069,31019.8639,2013-10-23 00:00:00.000
1045,4,4,257,1508,1,2013-10-14,2013-10-23,37312.275,2984.982,932.8069,41230.0639,2013-10-23 00:00:00.000
1046,4,4,261,1694,1,2013-10-14,2013-10-23,7623.0,609.84,190.575,8423.415,2013-10-23 00:00:00.000
1047,4,4,251,1624,2,2013-10-14,2013-10-23,28297.5,2263.8,707.4375,31268.7375,2013-10-23 00:00:00.000
1048,4,4,253,1548,2,2013-10-14,2013-10-23,59.9445,4.7956,1.4986,66.2387,2013-10-23 00:00:00.000
1049,4,4,252,1598,4,2013-10-14,2013-10-23,598.878,47.9102,14.972,661.7602,2013-10-23 00:00:00.000
1050,4,4,256,1658,5,2013-10-14,2013-10-23,43878.45,3510.276,1096.9613,48485.6873,2013-10-23 00:00:00.000
1051,4,4,259,1536,4,2013-10-14,2013-10-23,481.887,38.551,12.0472,532.4852,2013-10-23 00:00:00.000
1052,4,4,260,1568,1,2013-10-14,2013-10-23,10631.775,850.542,265.7944,11748.1114,2013-10-23 00:00:00.000
1053,4,4,258,1648,5,2013-10-14,2013-10-23,142.4115,11.3929,3.5603,157.3647,2013-10-23 00:00:00.000
1054,4,4,254,1646,2,2013-10-14,2013-10-23,28794.15,2303.532,719.8538,31817.5358,2013-10-23 00:00:00.000
1055,4,4,257,1672,4,2013-10-14,2013-10-23,51807.3465,4144.5877,1295.1837,57247.1179,2013-10-23 00:00:00.000
1056,4,4,261,1600,1,2013-10-14,2013-10-23,1276.275,102.102,31.9069,1410.2839,2013-10-23 00:00:00.000
1057,4,4,258,1622,5,2013-10-15,2013-10-24,836.01,66.8808,20.9003,923.7911,2013-10-24 00:00:00.000
1058,4,4,254,1632,5,2013-10-15,2013-10-24,62092.8,4967.424,1552.32,68612.544,2013-10-24 00:00:00.000
1059,5,4,257,1608,5,2013-10-15,2013-10-24,5948.25,475.86,148.7063,6572.8163,2013-10-24 00:00:00.000
1060,4,4,261,1576,5,2013-10-15,2013-10-24,91117.95,7289.436,2277.9488,100685.3348,2013-10-24 00:00:00.000
1061,4,4,251,1590,1,2013-10-15,2013-10-24,525.0,42.0,13.125,580.125,2013-10-24 00:00:00.000
1062,4,4,253,1514,3,2013-10-15,2013-10-24,1721.79,137.7432,43.0448,1902.578,2013-10-24 00:00:00.000
1063,4,4,255,1498,4,2013-10-15,2013-10-24,26455.275,2116.422,661.3819,29233.0789,2013-10-24 00:00:00.000
1064,4,4,256,1674,2,2013-10-15,2013-10-24,944.37,75.5496,23.6093,1043.5289,2013-10-24 00:00:00.000
1065,4,4,251,1522,1,2013-10-20,2013-10-29,2003.925,160.314,50.0981,2214.3371,2013-10-29 00:00:00.000
1066,4,4,253,1570,2,2013-10-20,2013-10-29,50860.425,4068.834,1271.5106,56200.7696,2013-10-29 00:00:00.000
1067,4,4,255,1516,1,2013-10-20,2013-10-29,454.86,36.3888,11.3715,502.6203,2013-10-29 00:00:00.000
1068,4,4,252,1506,5,2013-10-20,2013-10-29,43878.45,3510.276,1096.9613,48485.6873,2013-10-29 00:00:00.000
1069,4,4,259,1626,2,2013-10-20,2013-10-29,7132.125,570.57,178.3031,7880.9981,2013-10-29 00:00:00.000
1070,4,4,260,1542,2,2013-10-20,2013-10-29,28343.7,2267.496,708.5925,31319.7885,2013-10-29 00:00:00.000
1071,4,4,258,1610,4,2013-10-20,2013-10-29,22516.725,1801.338,562.9181,24880.9811,2013-10-29 00:00:00.000
1072,4,4,250,1638,5,2013-10-20,2013-10-29,34644.225,2771.538,866.1056,38281.8686,2013-10-29 00:00:00.000
1073,4,4,257,1582,5,2013-10-20,2013-10-29,427.9275,34.2342,10.6982,472.8599,2013-10-29 00:00:00.000
1074,4,3,261,1510,5,2013-10-20,2013-10-29,143.0415,11.4433,3.576,158.0608,2013-10-29 00:00:00.000
1075,4,4,251,1526,2,2013-10-20,2013-10-29,28199.325,2255.946,704.9831,31160.2541,2013-10-29 00:00:00.000
1076,4,4,253,1644,1,2013-10-20,2013-10-29,3713.325,297.066,92.8331,4103.2241,2013-10-29 00:00:00.000
1077,4,4,255,1680,5,2013-10-20,2013-10-29,63831.075,5106.486,1595.7769,70533.3379,2013-10-29 00:00:00.000
1078,4,4,256,1584,5,2013-10-20,2013-10-29,16340.31,1307.2248,408.5078,18056.0426,2013-10-29 00:00:00.000
1079,5,4,259,1620,5,2013-10-20,2013-10-29,5711.475,456.918,142.7869,6311.1799,2013-10-29 00:00:00.000
1080,4,4,260,1666,5,2013-10-20,2013-10-29,429.345,34.3476,10.7336,474.4262,2013-10-29 00:00:00.000
1081,4,4,259,1652,4,2013-10-21,2013-10-30,51588.075,4127.046,1289.7019,57004.8229,2013-10-30 00:00:00.000
1082,4,4,260,1578,3,2013-10-21,2013-10-30,36122.625,2889.81,903.0656,39915.5006,2013-10-30 00:00:00.000
1083,4,4,258,1538,5,2013-10-21,2013-10-30,37843.575,3027.486,946.0894,41817.1504,2013-10-30 00:00:00.000
1084,6,4,254,1556,4,2013-10-21,2013-10-30,25531.275,2042.502,638.2819,28212.0589,2013-10-30 00:00:00.000
1085,4,4,257,1554,4,2013-10-30,2013-11-08,1094.7825,87.5826,27.3696,1209.7347,2013-11-08 00:00:00.000
1086,4,4,261,1688,4,2013-10-30,2013-11-08,125.748,10.0598,3.1437,138.9515,2013-11-08 00:00:00.000
1087,4,4,251,1580,5,2013-10-30,2013-11-08,150.7905,12.0632,3.7698,166.6235,2013-11-08 00:00:00.000
1088,4,4,253,1496,5,2013-10-30,2013-11-08,690.4485,55.2359,17.2612,762.9456,2013-11-08 00:00:00.000
1089,4,4,252,1494,2,2013-10-30,2013-11-08,8847.3,707.784,221.1825,9776.2665,2013-11-08 00:00:00.000
1090,4,4,256,1650,5,2013-10-30,2013-11-08,171.0765,13.6861,4.2769,189.0395,2013-11-08 00:00:00.000
1091,4,4,259,1654,4,2013-10-30,2013-11-08,20397.3,1631.784,509.9325,22539.0165,2013-11-08 00:00:00.000
1092,4,4,260,1664,3,2013-10-30,2013-11-08,14628.075,1170.246,365.7019,16164.0229,2013-11-08 00:00:00.000
1093,4,4,258,1678,3,2013-11-06,2013-11-15,58685.55,4694.844,1467.1388,64847.5328,2013-11-15 00:00:00.000
1094,5,4,254,1616,4,2013-11-06,2013-11-15,228.123,18.2498,5.7031,252.0759,2013-11-15 00:00:00.000
1095,4,4,257,1492,4,2013-11-06,2013-11-15,593.586,47.4869,14.8397,655.9126,2013-11-15 00:00:00.000
1096,4,4,261,1602,5,2013-11-06,2013-11-15,1525.23,122.0184,38.1308,1685.3792,2013-11-15 00:00:00.000
1097,4,4,251,1540,5,2013-11-06,2013-11-15,776.79,62.1432,19.4198,858.353,2013-11-15 00:00:00.000
1098,4,4,253,1628,5,2013-11-06,2013-11-15,34644.225,2771.538,866.1056,38281.8686,2013-11-15 00:00:00.000
1099,4,4,255,1604,4,2013-11-06,2013-11-15,1839.5055,147.1604,45.9876,2032.6535,2013-11-15 00:00:00.000
1100,4,4,252,1690,5,2013-11-06,2013-11-15,146.286,11.7029,3.6572,161.6461,2013-11-15 00:00:00.000
1101,4,4,259,1566,5,2013-11-07,2013-11-16,102.564,8.2051,2.5641,113.3332,2013-11-16 00:00:00.000
1102,4,4,260,1698,5,2013-11-07,2013-11-16,150.7905,12.0632,3.7698,166.6235,2013-11-16 00:00:00.000
1103,4,4,258,1560,5,2013-11-07,2013-11-16,13669.425,1093.554,341.7356,15104.7146,2013-11-16 00:00:00.000
1104,4,3,250,1692,5,2013-11-07,2013-11-16,6444.9,515.592,161.1225,7121.6145,2013-11-16 00:00:00.000
1105,4,4,257,1696,2,2013-11-07,2013-11-16,50860.425,4068.834,1271.5106,56200.7696,2013-11-16 00:00:00.000
1106,4,4,261,1504,1,2013-11-07,2013-11-16,551.88,44.1504,13.797,609.8274,2013-11-16 00:00:00.000
1107,4,4,251,1544,1,2013-11-07,2013-11-16,6987.75,559.02,174.6938,7721.4638,2013-11-16 00:00:00.000
1108,4,4,253,1530,2,2013-11-07,2013-11-16,28072.275,2245.782,701.8069,31019.8639,2013-11-16 00:00:00.000
1109,4,4,255,1508,1,2013-11-07,2013-11-16,37312.275,2984.982,932.8069,41230.0639,2013-11-16 00:00:00.000
1110,4,4,256,1694,1,2013-11-07,2013-11-16,7623.0,609.84,190.575,8423.415,2013-11-16 00:00:00.000
1111,4,4,259,1624,2,2013-11-07,2013-11-16,28297.5,2263.8,707.4375,31268.7375,2013-11-16 00:00:00.000
1112,4,4,260,1548,2,2013-11-07,2013-11-16,59.9445,4.7956,1.4986,66.2387,2013-11-16 00:00:00.000
1113,4,4,258,1598,4,2013-11-07,2013-11-16,339.255,27.1404,8.4814,374.8768,2013-11-16 00:00:00.000
1114,4,4,254,1658,5,2013-11-07,2013-11-16,43878.45,3510.276,1096.9613,48485.6873,2013-11-16 00:00:00.000
1115,4,4,257,1536,4,2013-11-07,2013-11-16,2423.232,193.8586,60.5808,2677.6714,2013-11-16 00:00:00.000
1116,4,4,261,1568,2,2013-11-07,2013-11-16,29989.575,2399.166,749.7394,33138.4804,2013-11-16 00:00:00.000
1117,4,4,251,1648,5,2013-11-08,2013-11-17,142.4115,11.3929,3.5603,157.3647,2013-11-17 00:00:00.000
1118,4,4,253,1646,5,2013-11-08,2013-11-17,19236.525,1538.922,480.9131,21256.3601,2013-11-17 00:00:00.000
1119,4,4,255,1672,4,2013-11-08,2013-11-17,693.5985,55.4879,17.34,766.4264,2013-11-17 00:00:00.000
1120,4,4,256,1600,1,2013-11-08,2013-11-17,1276.275,102.102,31.9069,1410.2839,2013-11-17 00:00:00.000
1121,4,4,259,1522,1,2013-11-08,2013-11-17,2003.925,160.314,50.0981,2214.3371,2013-11-17 00:00:00.000
1122,5,4,250,1570,2,2013-11-08,2013-11-17,28343.7,2267.496,708.5925,31319.7885,2013-11-17 00:00:00.000
1123,4,4,258,1516,1,2013-11-08,2013-11-17,454.86,36.3888,11.3715,502.6203,2013-11-17 00:00:00.000
1124,4,4,254,1506,5,2013-11-08,2013-11-17,43878.45,3510.276,1096.9613,48485.6873,2013-11-17 00:00:00.000
1125,4,4,257,1626,2,2013-11-08,2013-11-17,7132.125,570.57,178.3031,7880.9981,2013-11-17 00:00:00.000
1126,4,4,261,1542,2,2013-11-08,2013-11-17,28343.7,2267.496,708.5925,31319.7885,2013-11-17 00:00:00.000
1127,4,4,251,1610,4,2013-11-08,2013-11-17,22516.725,1801.338,562.9181,24880.9811,2013-11-17 00:00:00.000
1128,4,4,253,1638,5,2013-11-08,2013-11-17,34644.225,2771.538,866.1056,38281.8686,2013-11-17 00:00:00.000
1129,4,4,255,1582,4,2013-11-08,2013-11-17,662.6655,53.0132,16.5666,732.2453,2013-11-17 00:00:00.000
1130,4,4,256,1510,5,2013-11-08,2013-11-17,143.0415,11.4433,3.576,158.0608,2013-11-17 00:00:00.000
